"id","order_code","priority","sequence_number","status","created_at","sku","quantity","source_order_id","source_status","source_row"
"ORD-RXNPF","ORD-RXNPF","high","20869","queued","2024-02-18T06:01:21.717525","PRD-MLYY-R889692","2","ORD-RXNPF","Pending","889693"
"ORD-MTM8W","ORD-MTM8W","normal","20871","queued","2024-02-18T06:02:43.397146","PRD-YQMM-R435787","2","ORD-MTM8W","Pending","435788"
"ORD-4GI3U","ORD-4GI3U","normal","20903","queued","2024-02-18T06:38:29.735014","PRD-3CPB-R282206","1","ORD-4GI3U","Pending","282207"
"ORD-372K4","ORD-372K4","normal","20907","queued","2024-02-18T06:42:18.051438","PRD-IDE4-R813864","2","ORD-372K4","Pending","813865"
"ORD-97E7N","ORD-97E7N","high","20908","queued","2024-02-18T06:42:39.962903","PRD-2IW9-R847061","1","ORD-97E7N","Pending","847062"
"ORD-NB4EH","ORD-NB4EH","high","20916","queued","2024-02-18T06:54:46.941606","PRD-6N9S-R885291","1","ORD-NB4EH","Pending","885292"
"ORD-N8T0A","ORD-N8T0A","high","20925","queued","2024-02-18T06:59:04.572360","PRD-W91C-R210611","4","ORD-N8T0A","Pending","210612"
"ORD-CWJW4","ORD-CWJW4","normal","20968","queued","2024-02-18T07:41:32.279613","PRD-TIWM-R833714","4","ORD-CWJW4","Pending","833715"
"ORD-M0HVT","ORD-M0HVT","high","20976","queued","2024-02-18T07:55:58.688948","PRD-AQD7-R990391","5","ORD-M0HVT","Pending","990392"
"ORD-062U0","ORD-062U0","normal","20979","queued","2024-02-18T07:59:39.167518","PRD-E7VO-R523841","5","ORD-062U0","Pending","523842"
"ORD-I9NVP","ORD-I9NVP","urgent","20991","queued","2024-02-18T08:08:02.072721","PRD-ATIO-R402233","3","ORD-I9NVP","Pending","402234"
"ORD-861H9","ORD-861H9","normal","21002","queued","2024-02-18T08:16:06.388004","PRD-RE4C-R134788","3","ORD-861H9","Pending","134789"
"ORD-5GVI0","ORD-5GVI0","high","21014","queued","2024-02-18T08:27:32.161606","PRD-KYGX-R586088","1","ORD-5GVI0","Pending","586089"
"ORD-FEE3T","ORD-FEE3T","normal","21027","queued","2024-02-18T08:41:13.873178","PRD-GCLB-R602531","1","ORD-FEE3T","Pending","602532"
"ORD-TFQ0I","ORD-TFQ0I","normal","21046","queued","2024-02-18T09:06:45.412990","PRD-EX5S-R792871","4","ORD-TFQ0I","Pending","792872"
"ORD-SS7RU","ORD-SS7RU","normal","21053","queued","2024-02-18T09:13:25.712582","PRD-0V5E-R648828","5","ORD-SS7RU","Pending","648829"
"ORD-5IF2V","ORD-5IF2V","high","21095","queued","2024-02-18T09:46:33.999325","PRD-77O3-R753195","5","ORD-5IF2V","Pending","753196"
"ORD-9E1XH","ORD-9E1XH","high","21104","queued","2024-02-18T09:55:29.099012","PRD-ZAOF-R724900","5","ORD-9E1XH","Pending","724901"
"ORD-4OERI","ORD-4OERI","urgent","21105","queued","2024-02-18T09:57:00.559453","PRD-7EUO-R193259","1","ORD-4OERI","Pending","193260"
"ORD-9YCF3","ORD-9YCF3","normal","21106","queued","2024-02-18T09:57:20.492924","PRD-C2N2-R790649","2","ORD-9YCF3","Pending","790650"
"ORD-RC678","ORD-RC678","high","21107","queued","2024-02-18T09:57:48.496836","PRD-0J1D-R494325","3","ORD-RC678","Pending","494326"
"ORD-ISVRC","ORD-ISVRC","normal","21118","queued","2024-02-18T10:10:22.510144","PRD-GJMK-R155841","3","ORD-ISVRC","Pending","155842"
"ORD-W0STG","ORD-W0STG","high","21119","queued","2024-02-18T10:10:31.937983","PRD-2JCA-R387693","1","ORD-W0STG","Pending","387694"
"ORD-KN5OQ","ORD-KN5OQ","normal","21129","queued","2024-02-18T10:18:07.475331","PRD-Z54U-R709435","3","ORD-KN5OQ","Pending","709436"
"ORD-22BUR","ORD-22BUR","normal","21133","queued","2024-02-18T10:20:07.498779","PRD-SG81-R25533","4","ORD-22BUR","Pending","25534"
"ORD-JJ8H9","ORD-JJ8H9","normal","21139","queued","2024-02-18T10:24:12.926535","PRD-0PNQ-R768294","4","ORD-JJ8H9","Pending","768295"
"ORD-6Z1ZO","ORD-6Z1ZO","high","21149","queued","2024-02-18T10:33:40.743985","PRD-J8H6-R705775","1","ORD-6Z1ZO","Pending","705776"
"ORD-V2CVW","ORD-V2CVW","high","21153","queued","2024-02-18T10:36:13.799593","PRD-UQ09-R259792","4","ORD-V2CVW","Pending","259793"
"ORD-R3IPH","ORD-R3IPH","urgent","21161","queued","2024-02-18T10:43:44.608568","PRD-VM3G-R30788","4","ORD-R3IPH","Pending","30789"
"ORD-9J4AR","ORD-9J4AR","urgent","21168","queued","2024-02-18T11:01:36.194437","PRD-VESP-R317258","4","ORD-9J4AR","Pending","317259"
"ORD-9W576","ORD-9W576","high","21175","queued","2024-02-18T11:05:33.486797","PRD-1318-R482347","4","ORD-9W576","Pending","482348"
"ORD-HLHYC","ORD-HLHYC","urgent","21183","queued","2024-02-18T11:11:35.027164","PRD-4AS2-R51069","3","ORD-HLHYC","Pending","51070"
"ORD-1FSUO","ORD-1FSUO","high","21198","queued","2024-02-18T11:27:53.010320","PRD-WHU5-R156310","2","ORD-1FSUO","Pending","156311"
"ORD-ZB7LJ","ORD-ZB7LJ","urgent","21206","queued","2024-02-18T11:32:33.658861","PRD-UJHJ-R462943","1","ORD-ZB7LJ","Pending","462944"
"ORD-6EJ9I","ORD-6EJ9I","urgent","21216","queued","2024-02-18T11:40:59.724880","PRD-YTEV-R939582","2","ORD-6EJ9I","Pending","939583"
"ORD-VZEB4","ORD-VZEB4","high","21217","queued","2024-02-18T11:42:16.502782","PRD-A57A-R8936","1","ORD-VZEB4","Pending","8937"
"ORD-0QW8O","ORD-0QW8O","urgent","21223","queued","2024-02-18T11:48:27.672885","PRD-LFI1-R236981","2","ORD-0QW8O","Pending","236982"
"ORD-FNI1Y","ORD-FNI1Y","normal","21225","queued","2024-02-18T11:53:05.197690","PRD-SCC9-R467529","5","ORD-FNI1Y","Pending","467530"
"ORD-7YYB1","ORD-7YYB1","normal","21233","queued","2024-02-18T12:04:17.827859","PRD-ZH7C-R123050","2","ORD-7YYB1","Pending","123051"
"ORD-R8JGD","ORD-R8JGD","high","21239","queued","2024-02-18T12:11:53.205813","PRD-KARP-R584094","2","ORD-R8JGD","Pending","584095"
"ORD-K07N4","ORD-K07N4","normal","21244","queued","2024-02-18T12:15:31.960799","PRD-1JZ1-R82556","3","ORD-K07N4","Pending","82557"
"ORD-5SLPO","ORD-5SLPO","urgent","21246","queued","2024-02-18T12:16:40.676907","PRD-NZ4H-R679082","1","ORD-5SLPO","Pending","679083"
"ORD-4A16B","ORD-4A16B","normal","21253","queued","2024-02-18T12:22:28.215018","PRD-HIYS-R793647","2","ORD-4A16B","Pending","793648"
"ORD-6L5OY","ORD-6L5OY","urgent","21254","queued","2024-02-18T12:24:44.808437","PRD-9C57-R696274","2","ORD-6L5OY","Pending","696275"
"ORD-2Z4A0","ORD-2Z4A0","urgent","21256","queued","2024-02-18T12:25:40.307366","PRD-8602-R536716","3","ORD-2Z4A0","Pending","536717"
"ORD-WNQHK","ORD-WNQHK","urgent","21257","queued","2024-02-18T12:26:05.659912","PRD-USW1-R984475","1","ORD-WNQHK","Pending","984476"
"ORD-V2Z8Z","ORD-V2Z8Z","high","21283","queued","2024-02-18T12:49:28.361404","PRD-2M32-R318990","3","ORD-V2Z8Z","Pending","318991"
"ORD-HHVI9","ORD-HHVI9","urgent","21287","queued","2024-02-18T12:53:10.686665","PRD-G08T-R908522","1","ORD-HHVI9","Pending","908523"
"ORD-VCV0D","ORD-VCV0D","high","21289","queued","2024-02-18T13:01:07.636524","PRD-XSGT-R902228","5","ORD-VCV0D","Pending","902229"
"ORD-UKW6M","ORD-UKW6M","normal","21303","queued","2024-02-18T13:12:32.428652","PRD-DNAS-R247019","1","ORD-UKW6M","Pending","247020"
"ORD-DAVE9","ORD-DAVE9","normal","21306","queued","2024-02-18T13:14:48.669048","PRD-HCB6-R297772","3","ORD-DAVE9","Pending","297773"
"ORD-ZH712","ORD-ZH712","normal","21310","queued","2024-02-18T13:15:40.855043","PRD-2ZH3-R929005","5","ORD-ZH712","Pending","929006"
"ORD-19EA8","ORD-19EA8","high","21327","queued","2024-02-18T13:41:15.155962","PRD-OLE0-R592408","2","ORD-19EA8","Pending","592409"
"ORD-SQOZ6","ORD-SQOZ6","urgent","21333","queued","2024-02-18T13:47:44.490261","PRD-9AE1-R731249","5","ORD-SQOZ6","Pending","731250"
"ORD-X4OPB","ORD-X4OPB","urgent","21342","queued","2024-02-18T14:03:18.688603","PRD-H9XA-R940201","2","ORD-X4OPB","Pending","940202"
"ORD-U8ZV5","ORD-U8ZV5","urgent","21347","queued","2024-02-18T14:08:02.032206","PRD-JD5V-R998247","3","ORD-U8ZV5","Pending","998248"
"ORD-Y4673","ORD-Y4673","normal","21351","queued","2024-02-18T14:13:13.224594","PRD-31B6-R138273","4","ORD-Y4673","Pending","138274"
"ORD-EANIU","ORD-EANIU","urgent","21366","queued","2024-02-18T14:34:41.989073","PRD-B4UE-R849501","2","ORD-EANIU","Pending","849502"
"ORD-O8FAI","ORD-O8FAI","high","21374","queued","2024-02-18T14:41:07.572648","PRD-OQZ6-R392083","2","ORD-O8FAI","Pending","392084"
"ORD-I7ISZ","ORD-I7ISZ","high","21377","queued","2024-02-18T14:43:13.772418","PRD-LQOY-R991263","5","ORD-I7ISZ","Pending","991264"
"ORD-89O6S","ORD-89O6S","high","21401","queued","2024-02-18T15:03:10.429291","PRD-NA09-R517636","3","ORD-89O6S","Pending","517637"
"ORD-6LD6T","ORD-6LD6T","high","21426","queued","2024-02-18T15:25:15.980177","PRD-GU5A-R383636","1","ORD-6LD6T","Pending","383637"
"ORD-B4NLI-R950716","ORD-B4NLI-R950716","urgent","21436","queued","2024-02-18T15:34:52.131094","PRD-NUFM-R950716","1","ORD-B4NLI","Pending","950717"
"ORD-5NUQ5","ORD-5NUQ5","high","21467","queued","2024-02-18T16:02:45.855982","PRD-I1V1-R739799","3","ORD-5NUQ5","Pending","739800"
"ORD-IOFSC","ORD-IOFSC","normal","21479","queued","2024-02-18T16:17:36.827402","PRD-S00S-R729176","4","ORD-IOFSC","Pending","729177"
"ORD-AF0UU","ORD-AF0UU","high","21491","queued","2024-02-18T16:27:24.935875","PRD-R0K6-R77329","3","ORD-AF0UU","Pending","77330"
"ORD-TEEVI","ORD-TEEVI","urgent","21495","queued","2024-02-18T16:28:25.980127","PRD-CLMK-R883381","3","ORD-TEEVI","Pending","883382"
"ORD-QJOOC","ORD-QJOOC","high","21500","queued","2024-02-18T16:30:03.946035","PRD-L21Z-R768112","3","ORD-QJOOC","Pending","768113"
"ORD-EQ0F2","ORD-EQ0F2","urgent","21517","queued","2024-02-18T16:48:24.045475","PRD-V8W9-R741237","3","ORD-EQ0F2","Pending","741238"
"ORD-M6MMP","ORD-M6MMP","normal","21519","queued","2024-02-18T16:49:26.464377","PRD-S29R-R833053","3","ORD-M6MMP","Pending","833054"
"ORD-VNBNY","ORD-VNBNY","normal","21531","queued","2024-02-18T16:58:32.600832","PRD-RP6Z-R995876","3","ORD-VNBNY","Pending","995877"
"ORD-HR3GG","ORD-HR3GG","normal","21547","queued","2024-02-18T17:12:13.074378","PRD-EOSH-R945333","1","ORD-HR3GG","Pending","945334"
"ORD-8XAL0","ORD-8XAL0","high","21560","queued","2024-02-18T17:30:01.951511","PRD-KJLV-R687077","5","ORD-8XAL0","Pending","687078"
"ORD-P383J","ORD-P383J","urgent","21569","queued","2024-02-18T17:36:22.693676","PRD-GYEB-R56149","2","ORD-P383J","Pending","56150"
"ORD-53RQ1","ORD-53RQ1","normal","21577","queued","2024-02-18T17:47:39.701627","PRD-KPJV-R135927","3","ORD-53RQ1","Pending","135928"
"ORD-M1IJK","ORD-M1IJK","urgent","21587","queued","2024-02-18T17:55:12.598397","PRD-1MOM-R877028","1","ORD-M1IJK","Pending","877029"
"ORD-ISTJ6","ORD-ISTJ6","urgent","21590","queued","2024-02-18T17:58:19.770374","PRD-A82Y-R912983","4","ORD-ISTJ6","Pending","912984"
"ORD-MYXAT","ORD-MYXAT","urgent","21617","queued","2024-02-18T18:24:30.130836","PRD-75IN-R964042","4","ORD-MYXAT","Pending","964043"
"ORD-JP4GY","ORD-JP4GY","high","21622","queued","2024-02-18T18:29:27.053416","PRD-NJ5W-R941087","1","ORD-JP4GY","Pending","941088"
"ORD-GLY6J","ORD-GLY6J","urgent","21633","queued","2024-02-18T18:38:53.083201","PRD-YQ6O-R560785","1","ORD-GLY6J","Pending","560786"
"ORD-TGY38","ORD-TGY38","urgent","21667","queued","2024-02-18T19:08:14.539483","PRD-O4NV-R846790","4","ORD-TGY38","Pending","846791"
"ORD-NYADS","ORD-NYADS","urgent","21698","queued","2024-02-18T19:39:13.075427","PRD-SMWD-R750267","5","ORD-NYADS","Pending","750268"
"ORD-YOADO","ORD-YOADO","high","21705","queued","2024-02-18T19:51:46.895129","PRD-35EG-R542730","4","ORD-YOADO","Pending","542731"
"ORD-B2BGC","ORD-B2BGC","urgent","21725","queued","2024-02-18T20:11:54.588532","PRD-QFHB-R74626","4","ORD-B2BGC","Pending","74627"
"ORD-VZ2WG","ORD-VZ2WG","urgent","21753","queued","2024-02-18T20:35:42.688947","PRD-30KQ-R236595","3","ORD-VZ2WG","Pending","236596"
"ORD-JA7OE","ORD-JA7OE","high","21765","queued","2024-02-18T20:49:23.065891","PRD-F451-R714667","3","ORD-JA7OE","Pending","714668"
"ORD-2IIIK","ORD-2IIIK","urgent","21777","queued","2024-02-18T21:00:40.971668","PRD-845T-R178165","2","ORD-2IIIK","Pending","178166"
"ORD-3JQQR","ORD-3JQQR","high","21782","queued","2024-02-18T21:04:31.579426","PRD-Q72N-R181705","5","ORD-3JQQR","Pending","181706"
"ORD-H5K0R","ORD-H5K0R","normal","21791","queued","2024-02-18T21:16:39.362938","PRD-M0W7-R528752","3","ORD-H5K0R","Pending","528753"
"ORD-V8W0G","ORD-V8W0G","high","21816","queued","2024-02-18T21:39:24.317656","PRD-UCGT-R536662","2","ORD-V8W0G","Pending","536663"
"ORD-7YMG4","ORD-7YMG4","high","21829","queued","2024-02-18T21:48:33.479824","PRD-8TYA-R245358","4","ORD-7YMG4","Pending","245359"
"ORD-LTSF6","ORD-LTSF6","high","21835","queued","2024-02-18T21:59:01.173261","PRD-PI5T-R991838","3","ORD-LTSF6","Pending","991839"
"ORD-ZH09F","ORD-ZH09F","urgent","21837","queued","2024-02-18T21:59:54.353189","PRD-JTF2-R106559","1","ORD-ZH09F","Pending","106560"
"ORD-G34MD","ORD-G34MD","urgent","21843","queued","2024-02-18T22:05:30.920808","PRD-PRA9-R690990","5","ORD-G34MD","Pending","690991"
"ORD-LYMLD","ORD-LYMLD","urgent","21848","queued","2024-02-18T22:08:23.562789","PRD-AXWM-R198391","3","ORD-LYMLD","Pending","198392"
"ORD-W9Q3Q-R266906","ORD-W9Q3Q-R266906","normal","21860","queued","2024-02-18T22:22:44.404503","PRD-C4H1-R266906","5","ORD-W9Q3Q","Pending","266907"
"ORD-3VC8C","ORD-3VC8C","high","21872","queued","2024-02-18T22:41:16.001678","PRD-MP2B-R8108","1","ORD-3VC8C","Pending","8109"
"ORD-91CVI","ORD-91CVI","normal","21876","queued","2024-02-18T22:45:08.689432","PRD-LG36-R307233","2","ORD-91CVI","Pending","307234"
"ORD-RVLFT","ORD-RVLFT","urgent","21884","queued","2024-02-18T22:54:49.392490","PRD-FHTT-R116375","3","ORD-RVLFT","Pending","116376"
"ORD-TZTLA","ORD-TZTLA","urgent","21887","queued","2024-02-18T23:05:28.601640","PRD-S1K5-R786854","2","ORD-TZTLA","Pending","786855"
"ORD-HCN8Q","ORD-HCN8Q","high","21895","queued","2024-02-18T23:16:12.872083","PRD-O4U8-R893319","3","ORD-HCN8Q","Pending","893320"
"ORD-C4G18","ORD-C4G18","urgent","21901","queued","2024-02-18T23:18:47.701478","PRD-9SDM-R715951","1","ORD-C4G18","Pending","715952"
"ORD-8KKG3","ORD-8KKG3","normal","21909","queued","2024-02-18T23:22:23.614653","PRD-S1MF-R921167","5","ORD-8KKG3","Pending","921168"
"ORD-VL54M","ORD-VL54M","high","21918","queued","2024-02-18T23:32:30.493028","PRD-7VJO-R896772","4","ORD-VL54M","Pending","896773"
"ORD-VARGW","ORD-VARGW","high","21920","queued","2024-02-18T23:33:46.981275","PRD-I4NI-R40422","2","ORD-VARGW","Pending","40423"
"ORD-Z3HEP","ORD-Z3HEP","urgent","21927","queued","2024-02-18T23:38:41.393476","PRD-D2XF-R392482","3","ORD-Z3HEP","Pending","392483"
"ORD-OHLVM","ORD-OHLVM","urgent","21930","queued","2024-02-18T23:40:42.801593","PRD-1ZM4-R236125","2","ORD-OHLVM","Pending","236126"
"ORD-IYN0R","ORD-IYN0R","urgent","21936","queued","2024-02-18T23:44:05.847139","PRD-T5P9-R224106","4","ORD-IYN0R","Pending","224107"
"ORD-9YZ2L","ORD-9YZ2L","high","21947","queued","2024-02-18T23:56:32.987094","PRD-ZE12-R966661","2","ORD-9YZ2L","Pending","966662"
"ORD-OJ3GS","ORD-OJ3GS","high","21959","queued","2024-02-19T00:06:24.886735","PRD-7YD8-R799994","5","ORD-OJ3GS","Pending","799995"
"ORD-K6FKO","ORD-K6FKO","urgent","21962","queued","2024-02-19T00:10:41.099015","PRD-E6HY-R464132","1","ORD-K6FKO","Pending","464133"
"ORD-GEPEA","ORD-GEPEA","urgent","21966","queued","2024-02-19T00:13:08.561483","PRD-PJFF-R800535","2","ORD-GEPEA","Pending","800536"
"ORD-ZPIT4","ORD-ZPIT4","urgent","21984","queued","2024-02-19T00:37:40.529350","PRD-JEJ2-R464911","1","ORD-ZPIT4","Pending","464912"
"ORD-0TPUR","ORD-0TPUR","urgent","21986","queued","2024-02-19T00:38:32.722796","PRD-JE7D-R74702","4","ORD-0TPUR","Pending","74703"
"ORD-4MQFC","ORD-4MQFC","urgent","21999","queued","2024-02-19T00:53:15.523854","PRD-D9XP-R305150","4","ORD-4MQFC","Pending","305151"
"ORD-C8HWZ","ORD-C8HWZ","high","22005","queued","2024-02-19T00:59:22.625369","PRD-RPS4-R450731","4","ORD-C8HWZ","Pending","450732"
"ORD-WYVA2","ORD-WYVA2","normal","22013","queued","2024-02-19T01:05:58.574342","PRD-J5DW-R420197","4","ORD-WYVA2","Pending","420198"
"ORD-N8DFS","ORD-N8DFS","urgent","22038","queued","2024-02-19T01:35:23.681787","PRD-9HAG-R113698","3","ORD-N8DFS","Pending","113699"
"ORD-S9P5M","ORD-S9P5M","high","22062","queued","2024-02-19T01:55:20.013707","PRD-O5VQ-R59250","4","ORD-S9P5M","Pending","59251"
"ORD-D8S9J","ORD-D8S9J","high","22079","queued","2024-02-19T02:19:21.609843","PRD-CWS6-R730456","3","ORD-D8S9J","Pending","730457"
"ORD-GKQ0Q","ORD-GKQ0Q","urgent","22081","queued","2024-02-19T02:24:53.753141","PRD-R0RF-R637297","5","ORD-GKQ0Q","Pending","637298"
"ORD-BPSEK","ORD-BPSEK","urgent","22097","queued","2024-02-19T02:40:55.441277","PRD-YXSG-R732251","3","ORD-BPSEK","Pending","732252"
"ORD-96K6C","ORD-96K6C","normal","22103","queued","2024-02-19T02:44:11.587436","PRD-BX61-R59043","3","ORD-96K6C","Pending","59044"
"ORD-O2ZRG","ORD-O2ZRG","high","22112","queued","2024-02-19T02:52:56.647125","PRD-04J3-R947627","5","ORD-O2ZRG","Pending","947628"
"ORD-0OXX0","ORD-0OXX0","normal","22131","queued","2024-02-19T03:09:46.239021","PRD-NKXP-R559974","1","ORD-0OXX0","Pending","559975"
"ORD-0A1H0","ORD-0A1H0","high","22172","queued","2024-02-19T04:05:14.766323","PRD-ICID-R285675","2","ORD-0A1H0","Pending","285676"
"ORD-UZ26R","ORD-UZ26R","normal","22173","queued","2024-02-19T04:05:22.448046","PRD-POE5-R935996","1","ORD-UZ26R","Pending","935997"
"ORD-X1F3F","ORD-X1F3F","urgent","22175","queued","2024-02-19T04:09:58.963403","PRD-RJ8N-R203424","1","ORD-X1F3F","Pending","203425"
"ORD-75I9W","ORD-75I9W","high","22209","queued","2024-02-19T04:52:18.162798","PRD-6STJ-R165984","1","ORD-75I9W","Pending","165985"
"ORD-W5C0H","ORD-W5C0H","normal","22210","queued","2024-02-19T04:52:56.076530","PRD-OTJQ-R971455","4","ORD-W5C0H","Pending","971456"
"ORD-XM1KS","ORD-XM1KS","high","22219","queued","2024-02-19T05:00:47.030972","PRD-D68W-R709300","5","ORD-XM1KS","Pending","709301"
"ORD-BHTPV","ORD-BHTPV","normal","22238","queued","2024-02-19T05:28:19.551373","PRD-2ZRA-R110748","4","ORD-BHTPV","Pending","110749"
"ORD-WECED","ORD-WECED","high","22246","queued","2024-02-19T05:35:48.670889","PRD-BHC7-R602501","4","ORD-WECED","Pending","602502"
"ORD-Q4WHR","ORD-Q4WHR","urgent","22259","queued","2024-02-19T05:55:48.970057","PRD-88KG-R530034","3","ORD-Q4WHR","Pending","530035"
"ORD-HO1QB","ORD-HO1QB","urgent","22265","queued","2024-02-19T06:01:19.800484","PRD-8WKB-R377892","5","ORD-HO1QB","Pending","377893"
"ORD-015XF","ORD-015XF","urgent","22274","queued","2024-02-19T06:12:44.033770","PRD-KUAX-R831882","3","ORD-015XF","Pending","831883"
"ORD-6FNXT","ORD-6FNXT","urgent","22284","queued","2024-02-19T06:18:00.471054","PRD-CEXF-R118466","1","ORD-6FNXT","Pending","118467"
"ORD-CGPG7","ORD-CGPG7","urgent","22320","queued","2024-02-19T06:58:09.979129","PRD-NV2L-R880294","5","ORD-CGPG7","Pending","880295"
"ORD-MV0BV","ORD-MV0BV","high","22324","queued","2024-02-19T07:00:57.940184","PRD-NO59-R943716","3","ORD-MV0BV","Pending","943717"
"ORD-I161R","ORD-I161R","normal","22338","queued","2024-02-19T07:12:07.975637","PRD-AGB6-R710831","4","ORD-I161R","Pending","710832"
"ORD-CV4K1","ORD-CV4K1","normal","22339","queued","2024-02-19T07:13:14.851493","PRD-A0YC-R414254","5","ORD-CV4K1","Pending","414255"
"ORD-25LJH","ORD-25LJH","urgent","22360","queued","2024-02-19T07:32:42.785282","PRD-LXFB-R265811","1","ORD-25LJH","Pending","265812"
"ORD-AZAZ8","ORD-AZAZ8","high","22363","queued","2024-02-19T07:34:57.419188","PRD-5E7P-R532429","2","ORD-AZAZ8","Pending","532430"
"ORD-2AGJ3","ORD-2AGJ3","normal","22377","queued","2024-02-19T07:46:49.793160","PRD-K513-R733560","2","ORD-2AGJ3","Pending","733561"
"ORD-VDHC1","ORD-VDHC1","urgent","22380","queued","2024-02-19T07:52:16.234734","PRD-MR7T-R541429","4","ORD-VDHC1","Pending","541430"
"ORD-I1HHY","ORD-I1HHY","urgent","22415","queued","2024-02-19T08:31:09.859270","PRD-SSNR-R134587","2","ORD-I1HHY","Pending","134588"
"ORD-0KZY9","ORD-0KZY9","urgent","22418","queued","2024-02-19T08:34:34.038759","PRD-JP4P-R321637","4","ORD-0KZY9","Pending","321638"
"ORD-VEV1R","ORD-VEV1R","normal","22419","queued","2024-02-19T08:34:43.453169","PRD-ARP8-R968373","4","ORD-VEV1R","Pending","968374"
"ORD-HXZAG","ORD-HXZAG","urgent","22428","queued","2024-02-19T08:41:49.377599","PRD-U1A2-R142265","2","ORD-HXZAG","Pending","142266"
"ORD-0PLMH","ORD-0PLMH","high","22433","queued","2024-02-19T08:50:00.169681","PRD-YPSV-R70329","3","ORD-0PLMH","Pending","70330"
"ORD-MYBET","ORD-MYBET","high","22442","queued","2024-02-19T09:02:18.646835","PRD-94M3-R219359","4","ORD-MYBET","Pending","219360"
"ORD-CTIJV","ORD-CTIJV","normal","22445","queued","2024-02-19T09:04:36.933306","PRD-R1US-R907712","1","ORD-CTIJV","Pending","907713"
"ORD-R84CX","ORD-R84CX","urgent","22450","queued","2024-02-19T09:08:11.599125","PRD-2G3L-R425774","5","ORD-R84CX","Pending","425775"
"ORD-JMPF3","ORD-JMPF3","normal","22467","queued","2024-02-19T09:23:52.926073","PRD-29RS-R9834","3","ORD-JMPF3","Pending","9835"
"ORD-NF5UU","ORD-NF5UU","high","22477","queued","2024-02-19T09:36:43.903428","PRD-2ODB-R651826","2","ORD-NF5UU","Pending","651827"
"ORD-Z3XTQ","ORD-Z3XTQ","high","22498","queued","2024-02-19T10:00:09.830533","PRD-FRGJ-R18639","4","ORD-Z3XTQ","Pending","18640"
"ORD-JN3WA","ORD-JN3WA","normal","22511","queued","2024-02-19T10:15:59.858581","PRD-LZIV-R743502","1","ORD-JN3WA","Pending","743503"
"ORD-Z925B","ORD-Z925B","high","22518","queued","2024-02-19T10:21:08.716630","PRD-ITNS-R874647","4","ORD-Z925B","Pending","874648"
"ORD-75XJ7","ORD-75XJ7","normal","22524","queued","2024-02-19T10:27:44.159176","PRD-DFSX-R457624","5","ORD-75XJ7","Pending","634022"
"ORD-6FDUI","ORD-6FDUI","high","22525","queued","2024-02-19T10:28:01.074906","PRD-0091-R59547","2","ORD-6FDUI","Pending","59548"
"ORD-Q8XVB","ORD-Q8XVB","urgent","22537","queued","2024-02-19T10:35:28.207602","PRD-90S3-R999836","3","ORD-Q8XVB","Pending","999837"
"ORD-DI20S","ORD-DI20S","high","22541","queued","2024-02-19T10:42:06.028067","PRD-FKIG-R483904","2","ORD-DI20S","Pending","483905"
"ORD-Y7YG6","ORD-Y7YG6","urgent","22545","queued","2024-02-19T10:47:01.072985","PRD-SML7-R251988","1","ORD-Y7YG6","Pending","251989"
"ORD-P602Y","ORD-P602Y","normal","22551","queued","2024-02-19T10:48:56.085891","PRD-WJX2-R335922","2","ORD-P602Y","Pending","335923"
"ORD-PNFBD","ORD-PNFBD","normal","22557","queued","2024-02-19T10:56:29.606342","PRD-MHA8-R667260","3","ORD-PNFBD","Pending","667261"
"ORD-5YSN6","ORD-5YSN6","urgent","22571","queued","2024-02-19T11:12:14.340268","PRD-E0BZ-R316535","5","ORD-5YSN6","Pending","316536"
"ORD-TBTF9","ORD-TBTF9","high","22572","queued","2024-02-19T11:13:01.384994","PRD-Y1PZ-R884483","4","ORD-TBTF9","Pending","884484"
"ORD-Y4KO1","ORD-Y4KO1","high","22604","queued","2024-02-19T11:45:58.457057","PRD-KAPD-R770621","4","ORD-Y4KO1","Pending","770622"
"ORD-BO2UY","ORD-BO2UY","normal","22622","queued","2024-02-19T12:00:29.824015","PRD-FGWE-R88074","3","ORD-BO2UY","Pending","88075"
"ORD-ZJ7A2","ORD-ZJ7A2","normal","22627","queued","2024-02-19T12:06:28.790216","PRD-SXK4-R575200","3","ORD-ZJ7A2","Pending","575201"
"ORD-J3M2M","ORD-J3M2M","urgent","22650","queued","2024-02-19T12:26:44.031596","PRD-VIAP-R483043","3","ORD-J3M2M","Pending","483044"
"ORD-Q5OOS","ORD-Q5OOS","normal","22654","queued","2024-02-19T12:35:08.750157","PRD-YP17-R177173","5","ORD-Q5OOS","Pending","177174"
"ORD-D47TN","ORD-D47TN","high","22662","queued","2024-02-19T12:45:10.842609","PRD-2HU9-R596373","5","ORD-D47TN","Pending","596374"
"ORD-CLMGE","ORD-CLMGE","normal","22681","queued","2024-02-19T13:03:16.993544","PRD-XVA7-R977462","2","ORD-CLMGE","Pending","977463"
"ORD-H5W19","ORD-H5W19","urgent","22691","queued","2024-02-19T13:12:59.569232","PRD-ZHOS-R416053","3","ORD-H5W19","Pending","416054"
"ORD-5JKBF","ORD-5JKBF","high","22703","queued","2024-02-19T13:22:49.012792","PRD-V6LC-R347357","3","ORD-5JKBF","Pending","347358"
