"id","sku","name","category","stock","reorder_level","created_at","updated_at","source_product_id"
"PRD-6DCV-R681720","PRD-6DCV-R681720","Electric Toothbrush","Home","969","0","2024-02-07T20:24:30.904821","2024-02-07T20:24:30.904821","PRD-6DCV"
"PRD-8RDX-R646799","PRD-8RDX-R646799","Massage Gun Deep Tissue","Health","78","0","2024-02-07T20:24:35.421111","2024-02-07T20:24:35.421111","PRD-8RDX"
"PRD-DABU-R601637","PRD-DABU-R601637","Running Shoes Air Zoom","Clothing","415","0","2024-02-07T20:27:52.944374","2024-02-07T20:27:52.944374","PRD-DABU"
"PRD-SKHB-R488885","PRD-SKHB-R488885","Storage Box Set","Home","394","0","2024-02-07T20:40:54.594409","2024-02-07T20:40:54.594409","PRD-SKHB"
"PRD-87YH-R281966","PRD-87YH-R281966","Digital Blood Pressure Monitor","Health","642","0","2024-02-07T20:42:09.125156","2024-02-07T20:42:09.125156","PRD-87YH"
"PRD-R3MV-R396799","PRD-R3MV-R396799","Portable SSD 1TB","Electronics","301","0","2024-02-07T20:46:03.123549","2024-02-07T20:46:03.123549","PRD-R3MV"
"PRD-F3BY-R773478","PRD-F3BY-R773478","Digital Thermometer","Health","32","0","2024-02-07T20:47:44.433336","2024-02-07T20:47:44.433336","PRD-F3BY"
"PRD-MMNP-R799540","PRD-MMNP-R799540","Hooded Sweatshirt","Clothing","149","0","2024-02-07T20:57:09.927808","2024-02-07T20:57:09.927808","PRD-MMNP"
"PRD-F2GU-R706094","PRD-F2GU-R706094","Dumbbells Set Adjustable","Sports","364","0","2024-02-07T20:59:17.454177","2024-02-07T20:59:17.454177","PRD-F2GU"
"PRD-BGH4-R139056","PRD-BGH4-R139056","Winter Jacket Waterproof","Clothing","731","0","2024-02-07T20:59:48.832344","2024-02-07T20:59:48.832344","PRD-BGH4"
"PRD-SD7Z-R727645","PRD-SD7Z-R727645","Laptop Backpack Waterproof","Electronics","155","0","2024-02-07T21:00:02.315906","2024-02-07T21:00:02.315906","PRD-SD7Z"
"PRD-NGCT-R307069","PRD-NGCT-R307069","Storage Box Set","Home","161","0","2024-02-07T21:05:01.970083","2024-02-07T21:05:01.970083","PRD-NGCT"
"PRD-82N6-R773340","PRD-82N6-R773340","Electric Toothbrush","Home","59","0","2024-02-07T21:07:06.403226","2024-02-07T21:07:06.403226","PRD-82N6"
"PRD-XAJ4-R941945","PRD-XAJ4-R941945","Smart Watch Series 8","Electronics","759","0","2024-02-07T21:19:18.849908","2024-02-07T21:19:18.849908","PRD-XAJ4"
"PRD-QVXJ-R430903","PRD-QVXJ-R430903","Electric Toothbrush","Home","68","0","2024-02-07T21:20:20.018401","2024-02-07T21:20:20.018401","PRD-QVXJ"
"PRD-E3EU-R96038","PRD-E3EU-R96038","Winter Jacket Waterproof","Clothing","199","0","2024-02-07T21:21:02.528167","2024-02-07T21:21:02.528167","PRD-E3EU"
"PRD-OD9W-R298233","PRD-OD9W-R298233","Resistance Bands Set","Health","949","0","2024-02-07T21:24:51.048543","2024-02-07T21:24:51.048543","PRD-OD9W"
"PRD-17SP-R481605","PRD-17SP-R481605","Storage Box Set","Home","108","0","2024-02-07T21:37:20.901875","2024-02-07T21:37:20.901875","PRD-17SP"
"PRD-AR7F-R56104","PRD-AR7F-R56104","Desk Lamp LED","Home","440","0","2024-02-07T22:01:31.059464","2024-02-07T22:01:31.059464","PRD-AR7F"
"PRD-1CSR-R780143","PRD-1CSR-R780143","Desk Lamp LED","Home","278","0","2024-02-07T22:19:52.201318","2024-02-07T22:19:52.201318","PRD-1CSR"
"PRD-8B38-R517252","PRD-8B38-R517252","USB-C Fast Charger 65W","Electronics","99","0","2024-02-07T22:26:37.200011","2024-02-07T22:26:37.200011","PRD-8B38"
"PRD-6PNL-R699226","PRD-6PNL-R699226","LED Strip Lights 5m","Home","912","0","2024-02-07T22:29:15.029813","2024-02-07T22:29:15.029813","PRD-6PNL"
"PRD-2402-R851279","PRD-2402-R851279","Running Shoes Air Zoom","Clothing","274","0","2024-02-07T22:29:28.335459","2024-02-07T22:29:28.335459","PRD-2402"
"PRD-7ZGF-R546648","PRD-7ZGF-R546648","Denim Jeans Slim Fit","Clothing","982","0","2024-02-07T22:37:51.093699","2024-02-07T22:37:51.093699","PRD-7ZGF"
"PRD-IJ3R-R130370","PRD-IJ3R-R130370","Dumbbells Set Adjustable","Sports","753","0","2024-02-07T22:48:55.515980","2024-02-07T22:48:55.515980","PRD-IJ3R"
"PRD-FIBQ-R413646","PRD-FIBQ-R413646","Tennis Balls Pack","Sports","353","0","2024-02-07T23:05:28.991684","2024-02-07T23:05:28.991684","PRD-FIBQ"
"PRD-HKWO-R792196","PRD-HKWO-R792196","Casual Sneakers","Clothing","73","0","2024-02-07T23:17:09.736672","2024-02-07T23:17:09.736672","PRD-HKWO"
"PRD-MDFR-R529501","PRD-MDFR-R529501","Vitamin C Tablets","Health","913","0","2024-02-07T23:35:52.578789","2024-02-07T23:35:52.578789","PRD-MDFR"
"PRD-Q9EO-R435531","PRD-Q9EO-R435531","Screen Protector Tempered Glass","Electronics","939","0","2024-02-07T23:49:29.021816","2024-02-07T23:49:29.021816","PRD-Q9EO"
"PRD-CIS7-R552888","PRD-CIS7-R552888","Baseball Cap","Clothing","660","0","2024-02-08T00:02:32.815280","2024-02-08T00:02:32.815280","PRD-CIS7"
"PRD-7P48-R346874","PRD-7P48-R346874","Denim Jeans Slim Fit","Clothing","432","0","2024-02-08T00:10:26.934027","2024-02-08T00:10:26.934027","PRD-7P48"
"PRD-ZOJO-R344373","PRD-ZOJO-R344373","Massage Gun Deep Tissue","Health","797","0","2024-02-08T00:25:17.817803","2024-02-08T00:25:17.817803","PRD-ZOJO"
"PRD-Z9VE-R978815","PRD-Z9VE-R978815","Cotton T-Shirt Pack","Clothing","262","0","2024-02-08T00:39:53.824604","2024-02-08T00:39:53.824604","PRD-Z9VE"
"PRD-J8QM-R537793","PRD-J8QM-R537793","Foam Roller","Health","349","0","2024-02-08T00:58:17.780426","2024-02-08T00:58:17.780426","PRD-J8QM"
"PRD-9XA5-R828609","PRD-9XA5-R828609","Blender 1000W","Home","765","0","2024-02-08T01:01:29.328085","2024-02-08T01:01:29.328085","PRD-9XA5"
"PRD-GR5W-R875125","PRD-GR5W-R875125","Baseball Cap","Clothing","809","0","2024-02-08T01:30:14.812670","2024-02-08T01:30:14.812670","PRD-GR5W"
"PRD-QIWG-R543610","PRD-QIWG-R543610","Cotton T-Shirt Pack","Clothing","606","0","2024-02-08T01:51:10.031541","2024-02-08T01:51:10.031541","PRD-QIWG"
"PRD-7RJC-R849573","PRD-7RJC-R849573","Yoga Pants Leggings","Clothing","447","0","2024-02-08T02:01:25.025255","2024-02-08T02:01:25.025255","PRD-7RJC"
"PRD-2GMQ-R17987","PRD-2GMQ-R17987","Bedsheet Set Cotton","Home","195","0","2024-02-08T02:27:09.946549","2024-02-08T02:27:09.946549","PRD-2GMQ"
"PRD-DQ82-R840040","PRD-DQ82-R840040","Portable SSD 1TB","Electronics","696","0","2024-02-08T02:30:22.386506","2024-02-08T02:30:22.386506","PRD-DQ82"
"PRD-6Z84-R741184","PRD-6Z84-R741184","Tennis Balls Pack","Sports","96","0","2024-02-08T02:30:26.688308","2024-02-08T02:30:26.688308","PRD-6Z84"
"PRD-IFBS-R793309","PRD-IFBS-R793309","Sports Bra High Impact","Clothing","417","0","2024-02-08T02:32:26.185517","2024-02-08T02:32:26.185517","PRD-IFBS"
"PRD-K1VB-R817251","PRD-K1VB-R817251","Wireless Mouse 2.4GHz","Electronics","783","0","2024-02-08T02:33:00.569495","2024-02-08T02:33:00.569495","PRD-K1VB"
"PRD-Z9VO-R267518","PRD-Z9VO-R267518","Laptop Backpack Waterproof","Electronics","873","0","2024-02-08T02:34:42.851525","2024-02-08T02:34:42.851525","PRD-Z9VO"
"PRD-LAXY-R511694","PRD-LAXY-R511694","Storage Box Set","Home","859","0","2024-02-08T02:42:10.550792","2024-02-08T02:42:10.550792","PRD-LAXY"
"PRD-3CYX-R470331","PRD-3CYX-R470331","Blender 1000W","Home","819","0","2024-02-08T02:51:46.074996","2024-02-08T02:51:46.074996","PRD-3CYX"
"PRD-SMGC-R396753","PRD-SMGC-R396753","Sports Bra High Impact","Clothing","454","0","2024-02-08T02:57:10.649739","2024-02-08T02:57:10.649739","PRD-SMGC"
"PRD-F04H-R415117","PRD-F04H-R415117","Digital Blood Pressure Monitor","Health","128","0","2024-02-08T03:39:58.408481","2024-02-08T03:39:58.408481","PRD-F04H"
"PRD-FQMT-R873718","PRD-FQMT-R873718","Digital Blood Pressure Monitor","Health","779","0","2024-02-08T03:45:49.206897","2024-02-08T03:45:49.206897","PRD-FQMT"
"PRD-78DW-R647905","PRD-78DW-R647905","Power Bank 20000mAh","Electronics","571","0","2024-02-08T03:47:45.983212","2024-02-08T03:47:45.983212","PRD-78DW"
"PRD-T51W-R10033","PRD-T51W-R10033","Gym Gloves","Sports","868","0","2024-02-08T03:56:49.207337","2024-02-08T03:56:49.207337","PRD-T51W"
"PRD-257R-R169924","PRD-257R-R169924","Treadmill Folding","Sports","565","0","2024-02-08T04:03:02.835958","2024-02-08T04:03:02.835958","PRD-257R"
"PRD-AFPY-R470940","PRD-AFPY-R470940","Vitamin C Tablets","Health","126","0","2024-02-08T04:05:07.626989","2024-02-08T04:05:07.626989","PRD-AFPY"
"PRD-A37A-R440129","PRD-A37A-R440129","Digital Blood Pressure Monitor","Health","444","0","2024-02-08T04:11:22.813671","2024-02-08T04:11:22.813671","PRD-A37A"
"PRD-583O-R169013","PRD-583O-R169013","Denim Jeans Slim Fit","Clothing","730","0","2024-02-08T04:11:53.721170","2024-02-08T04:11:53.721170","PRD-583O"
"PRD-WXAR-R346811","PRD-WXAR-R346811","Digital Blood Pressure Monitor","Health","964","0","2024-02-08T04:12:20.579856","2025-03-14T23:20:25.691225","PRD-WXAR"
"PRD-2CL5-R504903","PRD-2CL5-R504903","Screen Protector Tempered Glass","Electronics","264","0","2024-02-08T04:14:49.908861","2024-02-08T04:14:49.908861","PRD-2CL5"
"PRD-4RGS-R908767","PRD-4RGS-R908767","Vacuum Robot Cleaner","Home","439","0","2024-02-08T04:24:44.943176","2024-02-08T04:24:44.943176","PRD-4RGS"
"PRD-ZQ88-R355931","PRD-ZQ88-R355931","Foam Roller","Health","409","0","2024-02-08T04:34:19.406173","2024-02-08T04:34:19.406173","PRD-ZQ88"
"PRD-XHGX-R737732","PRD-XHGX-R737732","Protein Shaker Bottle","Health","168","0","2024-02-08T04:53:36.872416","2024-02-08T04:53:36.872416","PRD-XHGX"
"PRD-58XL-R56314","PRD-58XL-R56314","Protein Shaker Bottle","Health","349","0","2024-02-08T04:54:14.484305","2024-02-08T04:54:14.484305","PRD-58XL"
"PRD-P7U2-R714343","PRD-P7U2-R714343","Yoga Mat Non-Slip","Health","930","0","2024-02-08T04:57:31.018725","2024-02-08T04:57:31.018725","PRD-P7U2"
"PRD-MHY7-R874943","PRD-MHY7-R874943","Exercise Ball","Sports","912","0","2024-02-08T05:15:25.416571","2024-02-08T05:15:25.416571","PRD-MHY7"
"PRD-DC4W-R798483","PRD-DC4W-R798483","Smart Watch Series 8","Electronics","767","0","2024-02-08T05:22:13.080530","2024-02-08T05:22:13.080530","PRD-DC4W"
"PRD-NVRA-R519756","PRD-NVRA-R519756","Smart Watch Series 8","Electronics","709","0","2024-02-08T05:32:00.954261","2024-02-08T05:32:00.954261","PRD-NVRA"
"PRD-89KL-R932071","PRD-89KL-R932071","Gym Gloves","Sports","671","0","2024-02-08T05:59:37.594682","2024-02-08T05:59:37.594682","PRD-89KL"
"PRD-FT7K-R974379","PRD-FT7K-R974379","Foam Roller","Health","714","0","2024-02-08T06:08:24.753513","2024-02-08T06:08:24.753513","PRD-FT7K"
"PRD-8CVR-R532792","PRD-8CVR-R532792","Storage Box Set","Home","613","0","2024-02-08T06:10:25.692653","2024-02-08T06:10:25.692653","PRD-8CVR"
"PRD-1QAM-R711291","PRD-1QAM-R711291","Smart Watch Series 8","Electronics","961","0","2024-02-08T06:19:05.272991","2024-02-08T06:19:05.272991","PRD-1QAM"
"PRD-ZSR2-R981927","PRD-ZSR2-R981927","Treadmill Folding","Sports","694","0","2024-02-08T06:25:49.918315","2024-02-08T06:25:49.918315","PRD-ZSR2"
"PRD-FRF5-R977047","PRD-FRF5-R977047","Wireless Mouse 2.4GHz","Electronics","284","0","2024-02-08T06:40:41.124498","2024-02-08T06:40:41.124498","PRD-FRF5"
"PRD-HDPY-R190200","PRD-HDPY-R190200","Fitness Smart Band","Health","817","0","2024-02-08T06:43:55.978789","2024-02-08T06:43:55.978789","PRD-HDPY"
"PRD-8U9Q-R362284","PRD-8U9Q-R362284","Sports Bra High Impact","Clothing","804","0","2024-02-08T06:46:20.002656","2024-02-08T06:46:20.002656","PRD-8U9Q"
"PRD-K524-R975526","PRD-K524-R975526","Badminton Racket","Sports","315","0","2024-02-08T07:33:35.022372","2024-02-08T07:33:35.022372","PRD-K524"
"PRD-1H3G-R421826","PRD-1H3G-R421826","Smart Watch Series 8","Electronics","986","0","2024-02-08T07:36:42.846607","2024-02-08T07:36:42.846607","PRD-1H3G"
"PRD-R3WE-R452393","PRD-R3WE-R452393","Blender 1000W","Home","191","0","2024-02-08T07:47:34.915452","2024-02-08T07:47:34.915452","PRD-R3WE"
"PRD-PJZM-R661516","PRD-PJZM-R661516","Yoga Pants Leggings","Clothing","121","0","2024-02-08T08:06:02.663888","2024-02-08T08:06:02.663888","PRD-PJZM"
"PRD-26O6-R848682","PRD-26O6-R848682","Treadmill Folding","Sports","905","0","2024-02-08T08:07:55.794855","2024-02-08T08:07:55.794855","PRD-26O6"
"PRD-58SH-R112528","PRD-58SH-R112528","Resistance Bands Set","Health","116","0","2024-02-08T08:10:19.308746","2024-02-08T08:10:19.308746","PRD-58SH"
"PRD-ZFFD-R426788","PRD-ZFFD-R426788","Coffee Maker Automatic","Home","469","0","2024-02-08T08:11:53.270742","2024-02-08T08:11:53.270742","PRD-ZFFD"
"PRD-YBXY-R158293","PRD-YBXY-R158293","Portable SSD 1TB","Electronics","514","0","2024-02-08T08:13:57.253064","2024-02-08T08:13:57.253064","PRD-YBXY"
"PRD-A5JT-R380088","PRD-A5JT-R380088","Fitness Smart Band","Health","323","0","2024-02-08T08:17:02.778749","2024-02-08T08:17:02.778749","PRD-A5JT"
"PRD-Y6QW-R62338","PRD-Y6QW-R62338","Power Bank 20000mAh","Electronics","628","0","2024-02-08T08:39:52.866482","2024-02-08T08:39:52.866482","PRD-Y6QW"
"PRD-PK1Z-R924225","PRD-PK1Z-R924225","Smart Watch Series 8","Electronics","579","0","2024-02-08T09:15:06.192799","2024-02-08T09:15:06.192799","PRD-PK1Z"
"PRD-IKC5-R687166","PRD-IKC5-R687166","Sports Bra High Impact","Clothing","87","0","2024-02-08T09:17:25.055297","2024-02-08T09:17:25.055297","PRD-IKC5"
"PRD-WBR4-R498551","PRD-WBR4-R498551","LED Strip Lights 5m","Home","122","0","2024-02-08T09:41:31.753034","2024-02-08T09:41:31.753034","PRD-WBR4"
"PRD-SJVW-R490560","PRD-SJVW-R490560","Digital Thermometer","Health","349","0","2024-02-08T09:48:57.452278","2024-02-08T09:48:57.452278","PRD-SJVW"
"PRD-HI0U-R642090","PRD-HI0U-R642090","USB Hub 7-Port","Electronics","304","0","2024-02-08T09:50:47.452024","2024-02-08T09:50:47.452024","PRD-HI0U"
"PRD-MY7V-R449159","PRD-MY7V-R449159","Sports Bra High Impact","Clothing","468","0","2024-02-08T09:55:00.924586","2024-02-08T09:55:00.924586","PRD-MY7V"
"PRD-6ALC-R503511","PRD-6ALC-R503511","Fitness Smart Band","Health","34","0","2024-02-08T10:00:50.348999","2024-02-08T10:00:50.348999","PRD-6ALC"
"PRD-CSGM-R622500","PRD-CSGM-R622500","Power Bank 20000mAh","Electronics","573","0","2024-02-08T10:25:42.323238","2024-02-08T10:25:42.323238","PRD-CSGM"
"PRD-ADSO-R455597","PRD-ADSO-R455597","Gym Gloves","Sports","685","0","2024-02-08T10:45:17.739935","2024-02-08T10:45:17.739935","PRD-ADSO"
"PRD-SV91-R731845","PRD-SV91-R731845","Running Shoes Air Zoom","Clothing","695","0","2024-02-08T10:46:50.929335","2024-02-08T10:46:50.929335","PRD-SV91"
"PRD-ZPLJ-R640819","PRD-ZPLJ-R640819","Electric Toothbrush","Home","773","0","2024-02-08T11:08:20.992601","2024-02-08T11:08:20.992601","PRD-ZPLJ"
"PRD-7EM8-R146550","PRD-7EM8-R146550","Yoga Pants Leggings","Clothing","479","0","2024-02-08T11:10:36.995132","2024-02-08T11:10:36.995132","PRD-7EM8"
"PRD-UFQT-R915111","PRD-UFQT-R915111","Tennis Balls Pack","Sports","846","0","2024-02-08T11:13:38.287791","2024-02-08T11:13:38.287791","PRD-UFQT"
"PRD-CJH6-R670942","PRD-CJH6-R670942","Resistance Bands Set","Health","840","0","2024-02-08T11:39:26.786602","2024-02-08T11:39:26.786602","PRD-CJH6"
"PRD-YZER-R14213","PRD-YZER-R14213","Massage Gun Deep Tissue","Health","989","0","2024-02-08T11:48:12.287717","2024-02-08T11:48:12.287717","PRD-YZER"
"PRD-3X4F-R926095","PRD-3X4F-R926095","Exercise Ball","Sports","101","0","2024-02-08T11:50:13.182931","2024-02-08T11:50:13.182931","PRD-3X4F"
"PRD-SVXU-R469627","PRD-SVXU-R469627","Power Bank 20000mAh","Electronics","344","0","2024-02-08T12:02:42.918322","2024-02-08T12:02:42.918322","PRD-SVXU"
"PRD-XGWH-R801219","PRD-XGWH-R801219","Bedsheet Set Cotton","Home","54","0","2024-02-08T12:07:50.426353","2024-02-08T12:07:50.426353","PRD-XGWH"
"PRD-TUD4-R308110","PRD-TUD4-R308110","Massage Gun Deep Tissue","Health","943","0","2024-02-08T12:14:08.844672","2024-02-08T12:14:08.844672","PRD-TUD4"
"PRD-C750-R617894","PRD-C750-R617894","Gym Gloves","Sports","495","0","2024-02-08T12:21:32.794875","2024-02-08T12:21:32.794875","PRD-C750"
"PRD-QR47-R54241","PRD-QR47-R54241","Massage Gun Deep Tissue","Health","408","0","2024-02-08T12:33:28.655423","2024-02-08T12:33:28.655423","PRD-QR47"
"PRD-OE7Q-R14778","PRD-OE7Q-R14778","4K Webcam Pro","Electronics","395","0","2024-02-08T12:37:49.737852","2024-02-08T12:37:49.737852","PRD-OE7Q"
"PRD-PEFZ-R78042","PRD-PEFZ-R78042","Wireless Mouse 2.4GHz","Electronics","613","0","2024-02-08T13:04:37.655853","2024-02-08T13:04:37.655853","PRD-PEFZ"
"PRD-QX89-R345420","PRD-QX89-R345420","Foam Roller","Health","17","0","2024-02-08T13:10:40.379635","2024-02-08T13:10:40.379635","PRD-QX89"
"PRD-XLAS-R946148","PRD-XLAS-R946148","Bedsheet Set Cotton","Home","397","0","2024-02-08T13:11:07.742266","2024-02-08T13:11:07.742266","PRD-XLAS"
"PRD-HRWA-R180345","PRD-HRWA-R180345","Yoga Pants Leggings","Clothing","99","0","2024-02-08T13:26:40.077211","2024-02-08T13:26:40.077211","PRD-HRWA"
"PRD-ZH4J-R445631","PRD-ZH4J-R445631","Desk Lamp LED","Home","486","0","2024-02-08T13:37:19.730644","2024-02-08T13:37:19.730644","PRD-ZH4J"
"PRD-40AE-R790280","PRD-40AE-R790280","Foam Roller","Health","692","0","2024-02-08T13:43:29.902425","2024-02-08T13:43:29.902425","PRD-40AE"
"PRD-K6PD-R247007","PRD-K6PD-R247007","Swimming Goggles","Sports","187","0","2024-02-08T13:54:59.333825","2024-02-08T13:54:59.333825","PRD-K6PD"
"PRD-NVI0-R630058","PRD-NVI0-R630058","Tennis Balls Pack","Sports","351","0","2024-02-08T13:55:16.056649","2024-02-08T13:55:16.056649","PRD-NVI0"
"PRD-ZRNW-R366078","PRD-ZRNW-R366078","Wireless Mouse 2.4GHz","Electronics","855","0","2024-02-08T14:19:12.963857","2024-02-08T14:19:12.963857","PRD-ZRNW"
"PRD-AZ8O-R333532","PRD-AZ8O-R333532","Digital Thermometer","Health","213","0","2024-02-08T14:29:08.209033","2024-02-08T14:29:08.209033","PRD-AZ8O"
"PRD-XMRZ-R387321","PRD-XMRZ-R387321","Badminton Racket","Sports","85","0","2024-02-08T14:29:56.268007","2024-02-08T14:29:56.268007","PRD-XMRZ"
"PRD-G3P5-R421031","PRD-G3P5-R421031","USB Hub 7-Port","Electronics","636","0","2024-02-08T14:32:20.313755","2024-02-08T14:32:20.313755","PRD-G3P5"
"PRD-XPH7-R1342","PRD-XPH7-R1342","Air Fryer 5L","Home","9","0","2024-02-08T14:51:15.367517","2024-02-08T14:51:15.367517","PRD-XPH7"
"PRD-1FIV-R372446","PRD-1FIV-R372446","Protein Shaker Bottle","Health","640","0","2024-02-08T15:11:38.700038","2024-02-08T15:11:38.700038","PRD-1FIV"
"PRD-N48W-R224015","PRD-N48W-R224015","Protein Shaker Bottle","Health","245","0","2024-02-08T15:30:29.235507","2024-02-08T15:30:29.235507","PRD-N48W"
"PRD-39H5-R408499","PRD-39H5-R408499","Fitness Smart Band","Health","107","0","2024-02-08T15:32:05.454001","2024-02-08T15:32:05.454001","PRD-39H5"
"PRD-YKLG-R199104","PRD-YKLG-R199104","Yoga Mat Non-Slip","Health","585","0","2024-02-08T15:36:49.638935","2024-02-08T15:36:49.638935","PRD-YKLG"
"PRD-ST49-R527693","PRD-ST49-R527693","Blender 1000W","Home","216","0","2024-02-08T15:37:08.683497","2024-02-08T15:37:08.683497","PRD-ST49"
"PRD-S89Y-R688331","PRD-S89Y-R688331","Air Fryer 5L","Home","756","0","2024-02-08T15:37:55.133001","2024-02-08T15:37:55.133001","PRD-S89Y"
"PRD-VT66-R964170","PRD-VT66-R964170","Casual Sneakers","Clothing","490","0","2024-02-08T15:53:28.350484","2024-02-08T15:53:28.350484","PRD-VT66"
"PRD-3LLA-R437986","PRD-3LLA-R437986","Resistance Bands Set","Health","376","0","2024-02-08T15:55:22.893222","2024-02-08T15:55:22.893222","PRD-3LLA"
"PRD-YYFU-R687614","PRD-YYFU-R687614","Running Shoes Air Zoom","Clothing","867","0","2024-02-08T16:07:35.743402","2024-02-08T16:07:35.743402","PRD-YYFU"
"PRD-ENX5-R865458","PRD-ENX5-R865458","Cotton T-Shirt Pack","Clothing","840","0","2024-02-08T16:09:47.433272","2024-02-08T16:09:47.433272","PRD-ENX5"
"PRD-UJ5B-R178033","PRD-UJ5B-R178033","Running Shoes Air Zoom","Clothing","695","0","2024-02-08T16:46:38.556130","2024-02-08T16:46:38.556130","PRD-UJ5B"
"PRD-CMD1-R965745","PRD-CMD1-R965745","Phone Case Shockproof","Electronics","77","0","2024-02-08T16:54:29.860335","2024-02-08T16:54:29.860335","PRD-CMD1"
"PRD-DW3P-R890555","PRD-DW3P-R890555","Screen Protector Tempered Glass","Electronics","86","0","2024-02-08T16:58:34.164640","2024-02-08T16:58:34.164640","PRD-DW3P"
"PRD-VGWI-R50235","PRD-VGWI-R50235","Badminton Racket","Sports","312","0","2024-02-08T17:00:25.107605","2024-02-08T17:00:25.107605","PRD-VGWI"
"PRD-IWY4-R295276","PRD-IWY4-R295276","Dumbbells Set Adjustable","Sports","558","0","2024-02-08T17:04:02.651298","2024-02-08T17:04:02.651298","PRD-IWY4"
"PRD-OL17-R484998","PRD-OL17-R484998","Exercise Ball","Sports","412","0","2024-02-08T17:08:19.440640","2024-02-08T17:08:19.440640","PRD-OL17"
"PRD-DTR7-R259572","PRD-DTR7-R259572","Laptop Backpack Waterproof","Electronics","757","0","2024-02-08T17:09:01.847211","2024-02-08T17:09:01.847211","PRD-DTR7"
"PRD-RDAZ-R314302","PRD-RDAZ-R314302","Vacuum Robot Cleaner","Home","877","0","2024-02-08T17:14:53.315921","2024-02-08T17:14:53.315921","PRD-RDAZ"
"PRD-2Q6M-R639369","PRD-2Q6M-R639369","Protein Shaker Bottle","Health","928","0","2024-02-08T17:18:18.721967","2024-02-08T17:18:18.721967","PRD-2Q6M"
"PRD-56KU-R512337","PRD-56KU-R512337","Denim Jeans Slim Fit","Clothing","657","0","2024-02-08T17:18:36.808061","2024-02-08T17:18:36.808061","PRD-56KU"
"PRD-EWPV-R627639","PRD-EWPV-R627639","Blender 1000W","Home","244","0","2024-02-08T17:26:31.858828","2024-02-08T17:26:31.858828","PRD-EWPV"
"PRD-CFVG-R882664","PRD-CFVG-R882664","Fitness Smart Band","Health","268","0","2024-02-08T17:28:35.292205","2024-02-08T17:28:35.292205","PRD-CFVG"
"PRD-SSRF-R841997","PRD-SSRF-R841997","Yoga Mat Non-Slip","Health","590","0","2024-02-08T17:46:45.918080","2024-02-08T17:46:45.918080","PRD-SSRF"
"PRD-BXXB-R687315","PRD-BXXB-R687315","Vacuum Robot Cleaner","Home","643","0","2024-02-08T18:12:42.709258","2024-02-08T18:12:42.709258","PRD-BXXB"
"PRD-QNTE-R401783","PRD-QNTE-R401783","Air Fryer 5L","Home","345","0","2024-02-08T18:15:10.114220","2024-02-08T18:15:10.114220","PRD-QNTE"
"PRD-FQII-R322781","PRD-FQII-R322781","Winter Jacket Waterproof","Clothing","650","0","2024-02-08T18:15:33.406401","2024-02-08T18:15:33.406401","PRD-FQII"
"PRD-9GOW-R937965","PRD-9GOW-R937965","Digital Thermometer","Health","197","0","2024-02-08T18:17:20.286893","2024-02-08T18:17:20.286893","PRD-9GOW"
"PRD-X88O-R613050","PRD-X88O-R613050","Casual Sneakers","Clothing","407","0","2024-02-08T18:23:17.083014","2024-02-08T18:23:17.083014","PRD-X88O"
"PRD-ZV5X-R831131","PRD-ZV5X-R831131","Desk Lamp LED","Home","24","0","2024-02-08T18:27:43.033419","2024-02-08T18:27:43.033419","PRD-ZV5X"
"PRD-UPM0-R345761","PRD-UPM0-R345761","Resistance Bands Set","Health","787","0","2024-02-08T18:31:33.380062","2024-02-08T18:31:33.380062","PRD-UPM0"
"PRD-T9R4-R411955","PRD-T9R4-R411955","Digital Thermometer","Health","414","0","2024-02-08T19:08:30.059202","2024-02-08T19:08:30.059202","PRD-T9R4"
"PRD-02LO-R217007","PRD-02LO-R217007","USB-C Fast Charger 65W","Electronics","946","0","2024-02-08T19:08:53.815444","2025-07-19T11:12:07.261860","PRD-02LO"
"PRD-KVDO-R739066","PRD-KVDO-R739066","Fitness Smart Band","Health","455","0","2024-02-08T19:35:15.795919","2024-02-08T19:35:15.795919","PRD-KVDO"
"PRD-C1YL-R880051","PRD-C1YL-R880051","Vitamin C Tablets","Health","973","0","2024-02-08T19:53:07.775784","2024-02-08T19:53:07.775784","PRD-C1YL"
"PRD-O7OE-R798590","PRD-O7OE-R798590","Foam Roller","Health","175","0","2024-02-08T20:02:28.946617","2024-02-08T20:02:28.946617","PRD-O7OE"
"PRD-IGII-R475326","PRD-IGII-R475326","Cotton T-Shirt Pack","Clothing","175","0","2024-02-08T20:21:19.720540","2024-02-08T20:21:19.720540","PRD-IGII"
"PRD-ZGG9-R598893","PRD-ZGG9-R598893","Portable SSD 1TB","Electronics","45","0","2024-02-08T20:41:49.023499","2024-02-08T20:41:49.023499","PRD-ZGG9"
"PRD-C08L-R219571","PRD-C08L-R219571","Swimming Goggles","Sports","967","0","2024-02-08T20:41:56.676152","2024-02-08T20:41:56.676152","PRD-C08L"
"PRD-DAJR-R636829","PRD-DAJR-R636829","Resistance Bands Set","Health","901","0","2024-02-08T20:51:07.146689","2024-02-08T20:51:07.146689","PRD-DAJR"
"PRD-ZD35-R606931","PRD-ZD35-R606931","Screen Protector Tempered Glass","Electronics","324","0","2024-02-08T21:13:41.411254","2024-02-08T21:13:41.411254","PRD-ZD35"
